customer_ID,identity_number,first_names,surname,citizenship,passport_ID,credit_card_no,
501036,2103794049,Haukur,Jónsson,IS,,1.11122E+15,
501037,1304975359,Jóhannes,Jónsson,IS,,1.11122E+15,
501038,1106951129,Ágúst,Jónsson,IS,,1.11122E+15,
501039,1806655909,Karl,Jónsson,IS,,1.11122E+15,
501040,0707685869,Ásgeir,Jónsson,IS,,1.11122E+15,
501041,2111841569,Brynjar,Jónsson,IS,,1.11122E+15,
501042,0708870899,Benedikt,Jónsson,IS,,1.11122E+15,
501043,0709766229,Haraldur,Jónsson,IS,,1.11122E+15,
501044,2007934289,Atli,Jónsson,IS,,1.11122E+15,
501045,0212729329,Kjartan,Jónsson,IS,,1.11122E+15,
501046,1805790859,Sigurjón,Jónsson,IS,,1.11122E+15,
501047,0509810609,Friðrik,Jónsson,IS,,1.11122E+15,
501048,2206916479,Baldur,Jónsson,IS,,1.11122E+15,
501049,2207538939,Þórður,Jónsson,IS,,1.11122E+15,
501050,0407691369,Hilmar,Jónsson,IS,,1.11122E+15,
501051,1206897079,Kristófer,Jónsson,IS,,1.11122E+15,
501052,2601576859,Kári,Jónsson,IS,,1.11122E+15,
501053,1211670789,Hörður,Jónsson,IS,,1.11122E+15,
501054,2802938199,Rúnar,Jónsson,IS,,1.11122E+15,
501055,1603696509,Jónas,Jónsson,IS,,1.11122E+15,
501056,1102985949,Egill,Jónsson,IS,,1.11122E+15,
501057,3001842879,Eiríkur,Jónsson,IS,,1.11122E+15,
501058,0711575019,Sindri,Jónsson,IS,,1.11122E+15,
501059,0605795779,Björgvin,Jónsson,IS,,1.11122E+15,
501060,0705645399,Sævar,Jónsson,IS,,1.11122E+15,
501061,2102939769,Guðni,Jónsson,IS,,1.11122E+15,
501062,2007512149,Elvar,Jónsson,IS,,1.11122E+15,
501063,1607714459,Hlynur,Jónsson,IS,,1.11122E+15,
501064,0208531159,Sverrir,Jónsson,IS,,1.11122E+15,
501065,1006848539,Örn,Jónsson,IS,,1.11122E+15,
501066,0708553139,Ómar,Jónsson,IS,,1.11122E+15,
501067,1103612909,Ari,Jónsson,IS,,1.11122E+15,
501068,0509614049,Ísak,Jónsson,IS,,1.11122E+15,
501069,1606970449,Ingvar,Jónsson,IS,,1.11122E+15,
501070,2211600379,Jakob,Jónsson,IS,,1.11122E+15,
501071,1006654739,Snorri,Jónsson,IS,,1.11122E+15,
501072,2104927099,Dagur,Jónsson,IS,,1.11122E+15,
501073,0612622889,Reynir,Jónsson,IS,,1.11122E+15,
501074,1411611679,Ingólfur,Jónsson,IS,,1.11122E+15,
501075,2201641809,Matthías,Jónsson,IS,,1.11122E+15,
501076,2108794969,Ívar,Jónsson,IS,,1.11122E+15,
501077,1911665399,Arnór,Jónsson,IS,,1.11122E+15,
501078,1710830839,Anton,Jónsson,IS,,1.11122E+15,
501079,2609738859,Hafsteinn,Jónsson,IS,,1.11122E+15,
501080,2202994419,Birkir,Jónsson,IS,,1.11122E+15,
501081,1702690579,Garðar,Jónsson,IS,,1.11122E+15,
501082,1604513199,Þórarinn,Jónsson,IS,,1.11122E+15,
501083,2708552239,Eyþór,Jónsson,IS,,1.11122E+15,
501084,0305744369,Axel,Jónsson,IS,,1.11122E+15,
501085,1504865349,Þórir,Jónsson,IS,,1.11122E+15,
501086,1912567769,Grétar,Jónsson,IS,,1.11122E+15,
501087,0405703189,Tryggvi,Jónsson,IS,,1.11122E+15,
501088,0206877509,Emil,Jónsson,IS,,1.11122E+15,
501089,1312550059,Steinar,Jónsson,IS,,1.11122E+15,
501090,3007744309,Valdimar,Jónsson,IS,,1.11122E+15,
501091,1402700459,Vilhjálmur,Jónsson,IS,,1.11122E+15,
501092,0811810899,Mikael,Jónsson,IS,,1.11122E+15,
501093,3008898619,Ingi,Jónsson,IS,,1.11122E+15,
501094,2707678979,Hjalti,Jónsson,IS,,1.11122E+15,
501095,2412986469,Hákon,Jónsson,IS,,1.11122E+15,
501096,0209547119,Adam,Jónsson,IS,,1.11122E+15,
501097,1912693369,Hermann,Jónsson,IS,,1.11122E+15,
501098,2807851709,Hjörtur,Jónsson,IS,,1.11122E+15,
501099,0101910829,Aðalsteinn,Jónsson,IS,,1.11122E+15,
501100,1208829879,Gunnlaugur,Jónsson,IS,,1.11122E+15,
501101,1903682479,Guðrún,Jónsdóttir,IS,,1.11122E+15,
501102,0702888759,Anna,Jónsdóttir,IS,,1.11122E+15,
501103,0211880179,Kristín,Jónsdóttir,IS,,1.11122E+15,
501104,2902798299,Sigríður,Jónsdóttir,IS,,1.11122E+15,
501105,1308798269,Margrét,Jónsdóttir,IS,,1.11122E+15,
501106,2907877679,Helga,Jónsdóttir,IS,,1.11122E+15,
501107,2602589789,Sigrún,Jónsdóttir,IS,,1.11122E+15,
501108,2905545149,Ingibjörg,Jónsdóttir,IS,,1.11122E+15,
501109,0608821359,María,Jónsdóttir,IS,,1.11122E+15,
501110,2109966209,Jóhanna,Jónsdóttir,IS,,1.11122E+15,
501111,0101637549,Elín,Jónsdóttir,IS,,1.11122E+15,
501112,0610868599,Katrín,Jónsdóttir,IS,,1.11122E+15,
501113,1903967309,Hildur,Jónsdóttir,IS,,1.11122E+15,
501114,2712586469,Eva,Jónsdóttir,IS,,1.11122E+15,
501115,2803841279,Lilja,Jónsdóttir,IS,,1.11122E+15,
501116,2706839939,Ragnheiður,Jónsdóttir,IS,,1.11122E+15,
501117,1102928179,Ásta,Jónsdóttir,IS,,1.11122E+15,
501118,3003942819,Guðbjörg,Jónsdóttir,IS,,1.11122E+15,
501119,1209652019,Elísabet,Jónsdóttir,IS,,1.11122E+15,
501120,0909520379,Erla,Jónsdóttir,IS,,1.11122E+15,
501121,1704904419,Sara,Jónsdóttir,IS,,1.11122E+15,
501122,1703558329,Guðný,Jónsdóttir,IS,,1.11122E+15,
501123,1302596079,Ólöf,Jónsdóttir,IS,,1.11122E+15,
501124,2202519409,Steinunn,Jónsdóttir,IS,,1.11122E+15,
501125,2801544029,Auður,Jónsdóttir,IS,,1.11122E+15,
501126,0101889489,Kolbrún,Jónsdóttir,IS,,1.11122E+15,
501127,2706553579,Sólveig,Jónsdóttir,IS,,1.11122E+15,
501128,3002881599,Bryndís,Jónsdóttir,IS,,1.11122E+15,
501129,1602548889,Inga,Jónsdóttir,IS,,1.11122E+15,
501130,3010513269,Berglind,Jónsdóttir,IS,,1.11122E+15,
501131,1601931739,Hulda,Jónsdóttir,IS,,1.11122E+15,
501132,1903805409,Íris,Jónsdóttir,IS,,1.11122E+15,
501133,2705531889,Ásdís,Jónsdóttir,IS,,1.11122E+15,
501134,3002525619,Þórunn,Jónsdóttir,IS,,1.11122E+15,
501135,0808770059,Unnur,Jónsdóttir,IS,,1.11122E+15,
501136,2005673329,Hrafnhildur,Jónsdóttir,IS,,1.11122E+15,
501137,0911514749,Þóra,Jónsdóttir,IS,,1.11122E+15,
501138,0601880759,Rakel,Jónsdóttir,IS,,1.11122E+15,
501139,2602907259,Birna,Jónsdóttir,IS,,1.11122E+15,
501140,0908682749,Þórdís,Jónsdóttir,IS,,1.11122E+15,
501141,2710980299,Jóna,Jónsdóttir,IS,,1.11122E+15,
501142,2603799589,Halldóra,Jónsdóttir,IS,,1.11122E+15,
501143,2307796329,Erna,Jónsdóttir,IS,,1.11122E+15,
501144,1807831869,Karen,Jónsdóttir,IS,,1.11122E+15,
501145,1902670319,Linda,Jónsdóttir,IS,,1.11122E+15,
501146,0309739739,Hanna,Jónsdóttir,IS,,1.11122E+15,
501147,1410880309,Edda,Jónsdóttir,IS,,1.11122E+15,
501148,0704699239,Telma,Jónsdóttir,IS,,1.11122E+15,
501149,2504812679,Harpa,Jónsdóttir,IS,,1.11122E+15,
501150,2203695119,Sandra,Jónsdóttir,IS,,1.11122E+15,
501151,0911580629,Valgerður,Jónsdóttir,IS,,1.11122E+15,
501152,2206679219,Hafdís,Jónsdóttir,IS,,1.11122E+15,
501153,1502896669,Tinna,Jónsdóttir,IS,,1.11122E+15,
501154,1302822699,Emilía,Jónsdóttir,IS,,1.11122E+15,
501155,0511885359,Andrea,Jónsdóttir,IS,,1.11122E+15,
501156,1509956899,Sigurbjörg,Jónsdóttir,IS,,1.11122E+15,
501157,1112887499,Guðlaug,Jónsdóttir,IS,,1.11122E+15,
501158,1401508229,Jónína,Jónsdóttir,IS,,1.11122E+15,
501159,2209638729,Brynja,Jónsdóttir,IS,,1.11122E+15,
501160,1604795899,Helena,Jónsdóttir,IS,,1.11122E+15,
501161,2310667679,Kristjana,Jónsdóttir,IS,,1.11122E+15,
501162,1103930089,Lára,Jónsdóttir,IS,,1.11122E+15,
501163,2409822409,Hjördís,Jónsdóttir,IS,,1.11122E+15,
501164,2507690689,Sóley,Jónsdóttir,IS,,1.11122E+15,
501165,0504979559,Aníta,Jónsdóttir,IS,,1.11122E+15,
501166,2504624639,Arna,Jónsdóttir,IS,,1.11122E+15,
501167,2009834459,Stefanía,Jónsdóttir,IS,,1.11122E+15,
501168,2906873229,Ragnhildur,Jónsdóttir,IS,,1.11122E+15,
501169,1806904879,Hólmfríður,Jónsdóttir,IS,,1.11122E+15,
501170,1511835529,Hrefna,Jónsdóttir,IS,,1.11122E+15,
501171,1502792019,Aðalheiður,Jónsdóttir,IS,,1.11122E+15,
501172,1409542159,Rósa,Jónsdóttir,IS,,1.11122E+15,
501173,2706868159,Áslaug,Jónsdóttir,IS,,1.11122E+15,
501174,2403571009,Björg,Jónsdóttir,IS,,1.11122E+15,
501175,1302972219,Laufey,Jónsdóttir,IS,,1.11122E+15,
501176,0611968129,Dagný,Jónsdóttir,IS,,1.11122E+15,
501177,1804516229,Sunna,Jónsdóttir,IS,,1.11122E+15,
501178,2001591939,Halla,Jónsdóttir,IS,,1.11122E+15,
501179,2306862489,Marta,Jónsdóttir,IS,,1.11122E+15,
501180,0608902339,Ágústa,Jónsdóttir,IS,,1.11122E+15,
501181,0108976569,Ingunn,Jónsdóttir,IS,,1.11122E+15,
501182,1512713589,Agnes,Jónsdóttir,IS,,1.11122E+15,
501183,0207514879,Viktoría,Jónsdóttir,IS,,1.11122E+15,
501184,1312850789,Sigurlaug,Jónsdóttir,IS,,1.11122E+15,
501185,0302688889,Freyja,Jónsdóttir,IS,,1.11122E+15,
501186,0106776469,Elsa,Jónsdóttir,IS,,1.11122E+15,
501187,1905561799,Elva,Jónsdóttir,IS,,1.11122E+15,
501188,0511709329,Júlía,Jónsdóttir,IS,,1.11122E+15,
501189,2504589559,Soffía,Jónsdóttir,IS,,1.11122E+15,
501190,1608612329,Birta,Jónsdóttir,IS,,1.11122E+15,
501191,2910565349,Rannveig,Jónsdóttir,IS,,1.11122E+15,
501192,2705654819,Þorbjörg,Jónsdóttir,IS,,1.11122E+15,
501193,0505920589,Alexandra,Jónsdóttir,IS,,1.11122E+15,
501194,0704894789,Ása,Jónsdóttir,IS,,1.11122E+15,
501195,0304991369,Svava,Jónsdóttir,IS,,1.11122E+15,
501196,0611992019,Vigdís,Jónsdóttir,IS,,1.11122E+15,
501197,2502687539,Ester,Jónsdóttir,IS,,1.11122E+15,
501198,0212681219,Fanney,Jónsdóttir,IS,,1.11122E+15,
501199,0602764379,Katla,Jónsdóttir,IS,,1.11122E+15,
501200,1002986129,Rebekka,Jónsdóttir,IS,,1.11122E+15,
501201,0701566429,Jón Þór ,Jónsson,IS,,1.11122E+15,
501202,2410685209,Gunnar Þór ,Jónsson,IS,,1.11122E+15,
501203,2608511939,Jón Ingi ,Jónsson,IS,,1.11122E+15,
501204,1902791919,Arnar Freyr ,Jónsson,IS,,1.11122E+15,
501205,0303863799,Arnar Þór ,Jónsson,IS,,1.11122E+15,
501206,3007652989,Jón Gunnar ,Jónsson,IS,,1.11122E+15,
501207,3008823149,Gunnar Örn ,Jónsson,IS,,1.11122E+15,
501208,0112835579,Andri Már ,Jónsson,IS,,1.11122E+15,
501209,2103545259,Stefán Þór ,Jónsson,IS,,1.11122E+15,
501210,0103586429,Bjarki Þór ,Jónsson,IS,,1.11122E+15,
501211,1312672319,Bjarni Þór ,Jónsson,IS,,1.11122E+15,
501212,0701736729,Einar Örn ,Jónsson,IS,,1.11122E+15,
501213,2405919659,Andri Þór ,Jónsson,IS,,1.11122E+15,
501214,1909796889,Magnús Þór ,Jónsson,IS,,1.11122E+15,
501215,2404762279,Einar Þór,Jónsson,IS,,1.11122E+15,
501216,0305762309,Ólafur Þór ,Jónsson,IS,,1.11122E+15,
501217,1210839839,Árni Þór ,Jónsson,IS,,1.11122E+15,
501218,0308879899,Guðmundur Ingi ,Jónsson,IS,,1.11122E+15,
501219,1106676269,Arnar Már ,Jónsson,IS,,1.11122E+15,
501220,2105960629,Sindri Snær ,Jónsson,IS,,1.11122E+15,
501221,0604658889,Anna María ,Jónsdóttir,IS,,1.11122E+15,
501222,0303753429,Anna Margrét ,Jónsdóttir,IS,,1.11122E+15,
501223,0411708529,Anna Kristín ,Jónsdóttir,IS,,1.11122E+15,
501224,1501812099,Linda Björk ,Jónsdóttir,IS,,1.11122E+15,
501225,1401751679,Anna Sigríður ,Jónsdóttir,IS,,1.11122E+15,
501226,2705811699,Guðrún Helga ,Jónsdóttir,IS,,1.11122E+15,
501227,2604697909,Anna Guðrún ,Jónsdóttir,IS,,1.11122E+15,
501228,1804648259,Anna Lilja ,Jónsdóttir,IS,,1.11122E+15,
501229,1305849559,Eva María ,Jónsdóttir,IS,,1.11122E+15,
501230,2101514469,Kristín Helga ,Jónsdóttir,IS,,1.11122E+15,
501231,0103773939,Guðrún Sigríður ,Jónsdóttir,IS,,1.11122E+15,
501232,1406704989,Helga Kristín ,Jónsdóttir,IS,,1.11122E+15,
501233,2605631389,Helga María ,Jónsdóttir,IS,,1.11122E+15,
501234,1111551249,Guðrún María ,Jónsdóttir,IS,,1.11122E+15,
501235,1201630179,Íris Ósk ,Jónsdóttir,IS,,1.11122E+15,
501236,0407671099,Guðrún Ósk ,Jónsdóttir,IS,,1.11122E+15,
501237,0108530949,Kristín María ,Jónsdóttir,IS,,1.11122E+15,
501238,2510726639,Guðrún Margrét ,Jónsdóttir,IS,,1.11122E+15,
501239,2006830269,Helga Guðrún ,Jónsdóttir,IS,,1.11122E+15,
501240,1208785349,Guðrún Jóna,Jónsdóttir,IS,,1.11122E+15,
501241,2401719989,Jón,Gunnarsson,IS,,1.11122E+15,
501242,1405648129,Sigurður,Gunnarsson,IS,,1.11122E+15,
501243,2803535749,Guðmundur,Gunnarsson,IS,,1.11122E+15,
501244,0203672409,Gunnar,Gunnarsson,IS,,1.11122E+15,
501245,1505673749,Ólafur,Gunnarsson,IS,,1.11122E+15,
501246,0705755739,Einar,Gunnarsson,IS,,1.11122E+15,
501247,1907950709,Kristján,Gunnarsson,IS,,1.11122E+15,
501248,0505946309,Magnús,Gunnarsson,IS,,1.11122E+15,
501249,0601887429,Stefán,Gunnarsson,IS,,1.11122E+15,
501250,1308910009,Jóhann,Gunnarsson,IS,,1.11122E+15,
501251,1510714909,Björn,Gunnarsson,IS,,1.11122E+15,
501252,0602907489,Arnar,Gunnarsson,IS,,1.11122E+15,
501253,2806571029,Árni,Gunnarsson,IS,,1.11122E+15,
501254,1410585879,Bjarni,Gunnarsson,IS,,1.11122E+15,
501255,0802986939,Helgi,Gunnarsson,IS,,1.11122E+15,
501256,1201869379,Halldór,Gunnarsson,IS,,1.11122E+15,
501257,2411732509,Pétur,Gunnarsson,IS,,1.11122E+15,
501258,0310722769,Daníel,Gunnarsson,IS,,1.11122E+15,
501259,0206984149,Kristinn,Gunnarsson,IS,,1.11122E+15,
501260,1401632669,Ragnar,Gunnarsson,IS,,1.11122E+15,
501261,0603795049,Gísli,Gunnarsson,IS,,1.11122E+15,
501262,1807635029,Þorsteinn,Gunnarsson,IS,,1.11122E+15,
501263,0405723249,Guðjón,Gunnarsson,IS,,1.11122E+15,
501264,0610663509,Aron,Gunnarsson,IS,,1.11122E+15,
501265,1611503449,Sveinn,Gunnarsson,IS,,1.11122E+15,
501266,0306554409,Róbert,Gunnarsson,IS,,1.11122E+15,
501267,2003664319,Páll,Gunnarsson,IS,,1.11122E+15,
501268,0705796869,Óskar,Gunnarsson,IS,,1.11122E+15,
501269,2502730549,Birgir,Gunnarsson,IS,,1.11122E+15,
501270,1111690179,Davíð,Gunnarsson,IS,,1.11122E+15,
501271,0604949349,Andri,Gunnarsson,IS,,1.11122E+15,
501272,1712732399,Alexander,Gunnarsson,IS,,1.11122E+15,
501273,0909949799,Viktor,Gunnarsson,IS,,1.11122E+15,
501274,2205957369,Bjarki,Gunnarsson,IS,,1.11122E+15,
501275,2312645389,Tómas,Gunnarsson,IS,,1.11122E+15,
501276,1403728229,Haukur,Gunnarsson,IS,,1.11122E+15,
501277,1809646749,Jóhannes,Gunnarsson,IS,,1.11122E+15,
501278,2010747409,Ágúst,Gunnarsson,IS,,1.11122E+15,
501279,1709681139,Karl,Gunnarsson,IS,,1.11122E+15,
501280,2105806329,Ásgeir,Gunnarsson,IS,,1.11122E+15,
501281,2601547399,Brynjar,Gunnarsson,IS,,1.11122E+15,
501282,2101876399,Benedikt,Gunnarsson,IS,,1.11122E+15,
501283,1811511129,Haraldur,Gunnarsson,IS,,1.11122E+15,
501284,1512765759,Atli,Gunnarsson,IS,,1.11122E+15,
501285,0201984099,Kjartan,Gunnarsson,IS,,1.11122E+15,
501286,1909664509,Sigurjón,Gunnarsson,IS,,1.11122E+15,
501287,0212966409,Friðrik,Gunnarsson,IS,,1.11122E+15,
501288,3007810489,Baldur,Gunnarsson,IS,,1.11122E+15,
501289,0107770149,Þórður,Gunnarsson,IS,,1.11122E+15,
501290,2106836479,Hilmar,Gunnarsson,IS,,1.11122E+15,
501291,2606540039,Kristófer,Gunnarsson,IS,,1.11122E+15,
501292,0103874379,Kári,Gunnarsson,IS,,1.11122E+15,
501293,2804634249,Hörður,Gunnarsson,IS,,1.11122E+15,
501294,1107859449,Rúnar,Gunnarsson,IS,,1.11122E+15,
501295,0706828479,Jónas,Gunnarsson,IS,,1.11122E+15,
501296,2312704259,Egill,Gunnarsson,IS,,1.11122E+15,
501297,1012556829,Eiríkur,Gunnarsson,IS,,1.11122E+15,
501298,1207889379,Sindri,Gunnarsson,IS,,1.11122E+15,
501299,1307688899,Björgvin,Gunnarsson,IS,,1.11122E+15,
501300,0704991509,Sævarr,Gunnarsson,IS,,1.11122E+15,
501301,2102562779,Guðni,Gunnarsson,IS,,1.11122E+15,
501302,1301959799,Elfar,Gunnarsson,IS,,1.11122E+15,
501303,2405606999,Hlynur,Gunnarsson,IS,,1.11122E+15,
501304,2911646769,Sverrir,Gunnarsson,IS,,1.11122E+15,
501305,1701551939,Örn,Gunnarsson,IS,,1.11122E+15,
501306,0510968009,Ómar,Gunnarsson,IS,,1.11122E+15,
501307,1807904109,Ari,Gunnarsson,IS,,1.11122E+15,
501308,2012691829,Ísak,Gunnarsson,IS,,1.11122E+15,
501309,2810726479,Ingvar,Gunnarsson,IS,,1.11122E+15,
501310,2412735929,Jakop,Gunnarsson,IS,,1.11122E+15,
501311,2409891959,Snorri,Gunnarsson,IS,,1.11122E+15,
501312,1407966539,Dagur,Gunnarsson,IS,,1.11122E+15,
501313,1612842549,Reynir,Gunnarsson,IS,,1.11122E+15,
501314,0809954869,Ingólfur,Gunnarsson,IS,,1.11122E+15,
501315,2302811489,Mattías,Gunnarsson,IS,,1.11122E+15,
501316,1708860709,Ívar,Gunnarsson,IS,,1.11122E+15,
501317,2101874159,Arnór,Gunnarsson,IS,,1.11122E+15,
501318,2510950589,Anton,Gunnarsson,IS,,1.11122E+15,
501319,1006747099,Hafsteinn,Gunnarsson,IS,,1.11122E+15,
501320,1909749179,Birkir,Gunnarsson,IS,,1.11122E+15,
501321,1608583649,Garðar,Gunnarsson,IS,,1.11122E+15,
501322,1907521379,Þórarinn,Gunnarsson,IS,,1.11122E+15,
501323,0710894509,Eyþór,Gunnarsson,IS,,1.11122E+15,
501324,1911537449,Axel,Gunnarsson,IS,,1.11122E+15,
501325,2312871739,Þórir,Gunnarsson,IS,,1.11122E+15,
501326,2303699899,Grétar,Gunnarsson,IS,,1.11122E+15,
501327,1311885539,Tryggvi,Gunnarsson,IS,,1.11122E+15,
501328,1310983449,Emil,Gunnarsson,IS,,1.11122E+15,
501329,1302598869,Steinar,Gunnarsson,IS,,1.11122E+15,
501330,2011924179,Valdimar,Gunnarsson,IS,,1.11122E+15,
501331,2402736359,Vilhjálmur,Gunnarsson,IS,,1.11122E+15,
501332,1211984189,Mikkel,Gunnarsson,IS,,1.11122E+15,
501333,3008734089,Ingi,Gunnarsson,IS,,1.11122E+15,
501334,0402531089,Hjalti,Gunnarsson,IS,,1.11122E+15,
501335,1404847189,Hákon,Gunnarsson,IS,,1.11122E+15,
501336,0906645349,Adam,Gunnarsson,IS,,1.11122E+15,
501337,1601788329,Hermann,Gunnarsson,IS,,1.11122E+15,
501338,1302899969,Hjörtur,Gunnarsson,IS,,1.11122E+15,
501339,0207559829,Aðalsteinn,Gunnarsson,IS,,1.11122E+15,
501340,2809782759,Gunnlaugur,Gunnarsson,IS,,1.11122E+15,
501341,0801778289,Guðrún,Gunnarsdóttir,IS,,1.11122E+15,
501342,3010962589,Anna,Gunnarsdóttir,IS,,1.11122E+15,
501343,1606942379,Kristín,Gunnarsdóttir,IS,,1.11122E+15,
501344,0503655229,Sigríður,Gunnarsdóttir,IS,,1.11122E+15,
501345,1707866029,Margrét,Gunnarsdóttir,IS,,1.11122E+15,
501346,3002565679,Helga,Gunnarsdóttir,IS,,1.11122E+15,
501347,2302994399,Sigrún,Gunnarsdóttir,IS,,1.11122E+15,
501348,2405562879,Ingibjörg,Gunnarsdóttir,IS,,1.11122E+15,
501349,0312815019,María,Gunnarsdóttir,IS,,1.11122E+15,
501350,1112637299,Jóhanna,Gunnarsdóttir,IS,,1.11122E+15,
501351,1406886209,Elín,Gunnarsdóttir,IS,,1.11122E+15,
501352,0308525929,Katrín,Gunnarsdóttir,IS,,1.11122E+15,
501353,0608987909,Hildur,Gunnarsdóttir,IS,,1.11122E+15,
501354,0805805379,Eva,Gunnarsdóttir,IS,,1.11122E+15,
501355,0803847619,Lilja,Gunnarsdóttir,IS,,1.11122E+15,
501356,1601991739,Ragnheiður,Gunnarsdóttir,IS,,1.11122E+15,
501357,2208959519,Ásta,Gunnarsdóttir,IS,,1.11122E+15,
501358,1004649059,Guðbjörg,Gunnarsdóttir,IS,,1.11122E+15,
501359,1308549079,Elísabeth,Gunnarsdóttir,IS,,1.11122E+15,
501360,3008774959,Erla,Gunnarsdóttir,IS,,1.11122E+15,
501361,0405771059,Sara,Gunnarsdóttir,IS,,1.11122E+15,
501362,0603812209,Guðný,Gunnarsdóttir,IS,,1.11122E+15,
501363,2804966149,Ólöf,Gunnarsdóttir,IS,,1.11122E+15,
501364,1402903659,Steinunn,Gunnarsdóttir,IS,,1.11122E+15,
501365,1710600779,Auður,Gunnarsdóttir,IS,,1.11122E+15,
501366,0504935889,Kolbrún,Gunnarsdóttir,IS,,1.11122E+15,
501367,3010536849,Sólveig,Gunnarsdóttir,IS,,1.11122E+15,
501368,1411812209,Bryndís,Gunnarsdóttir,IS,,1.11122E+15,
501369,0706686079,Inga,Gunnarsdóttir,IS,,1.11122E+15,
501370,0806772959,Berglind,Gunnarsdóttir,IS,,1.11122E+15,
501371,1409797889,Hulda,Gunnarsdóttir,IS,,1.11122E+15,
501372,0604543849,Íris,Gunnarsdóttir,IS,,1.11122E+15,
501373,2501984099,Ásdís,Gunnarsdóttir,IS,,1.11122E+15,
501374,1505792879,Þórunn,Gunnarsdóttir,IS,,1.11122E+15,
501375,0611894349,Unnur,Gunnarsdóttir,IS,,1.11122E+15,
501376,0304774099,Hrafnhildur,Gunnarsdóttir,IS,,1.11122E+15,
501377,1807957799,Þóra,Gunnarsdóttir,IS,,1.11122E+15,
501378,1403938909,Rakel,Gunnarsdóttir,IS,,1.11122E+15,
501379,0311710869,Birna,Gunnarsdóttir,IS,,1.11122E+15,
501380,2505928479,Þórdís,Gunnarsdóttir,IS,,1.11122E+15,
501381,1007525359,Jóna,Gunnarsdóttir,IS,,1.11122E+15,
501382,1202743359,Halldóra,Gunnarsdóttir,IS,,1.11122E+15,
501383,2611756979,Erna,Gunnarsdóttir,IS,,1.11122E+15,
501384,2309898419,Karen,Gunnarsdóttir,IS,,1.11122E+15,
501385,0104953779,Linda,Gunnarsdóttir,IS,,1.11122E+15,
501386,0704559469,Hanna,Gunnarsdóttir,IS,,1.11122E+15,
501387,1001630579,Edda,Gunnarsdóttir,IS,,1.11122E+15,
501388,1512744349,Thelma,Gunnarsdóttir,IS,,1.11122E+15,
501389,2909810559,Harpa,Gunnarsdóttir,IS,,1.11122E+15,
501390,0405803229,Sandra,Gunnarsdóttir,IS,,1.11122E+15,
501391,2711543349,Valgerður,Gunnarsdóttir,IS,,1.11122E+15,
501392,2703745509,Hafdís,Gunnarsdóttir,IS,,1.11122E+15,
501393,2507676269,Tinna,Gunnarsdóttir,IS,,1.11122E+15,
501394,1106998069,Emelía,Gunnarsdóttir,IS,,1.11122E+15,
501395,1801814839,Andrea,Gunnarsdóttir,IS,,1.11122E+15,
501396,1101647659,Sigurbjörg,Gunnarsdóttir,IS,,1.11122E+15,
501397,1901793639,Guðlaug,Gunnarsdóttir,IS,,1.11122E+15,
501398,1705720489,Jónína,Gunnarsdóttir,IS,,1.11122E+15,
